ID,date,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint,rv1,rv2,appliances
672,1/16/16 9:00,0,21.56666667,42.52666667,20.85666667,40.72333333,20.66666667,42.26666667,21.03333333,42.62666667,19.7,46.26,1.226666667,95.26333333,18.6,42.56,19.7,49.5,17.89,46.73,1.3,762.8,97,3,63,0.8,41.4037509,41.4037509,4.248495242
13225,4/12/16 13:10,0,22.6,42,24.46333333,36.66333333,23.16666667,39.46666667,23.6,38.59,21.2,43.5,18.5,3.626666667,21.89,35.4,22.43125,40.4375,21.29,41.9,15.2,751.6833333,54.33333333,4,40,5.916666667,45.79189554,45.79189554,4.094344562
17365,5/11/16 7:10,0,24.7,47.76,23.1,49.7,26.1,43,24.86142857,45.56428571,23.89,53.82666667,15.618,57.534,24.5,43.5,25.79,49.32666667,24.04285714,47.03857143,14.31666667,748.5333333,95.5,3.166666667,23.66666667,13.55,6.389500666,6.389500666,4.248495242
5740,2/20/16 13:40,0,21.7,42.36,20.82333333,40.79,22.31,43.91,18.39,45.6,17.6,53.94285714,10.5,91.46666667,17.7,39.86333333,20.7,48,17.7,44.2,9.8,754.9,89,5.666666667,36.33333333,8,44.11600101,44.11600101,5.703782475
1494,1/22/16 2:00,0,19.79,37.2,18.82333333,36.9,19.1,39.56,16.79,38.09,17.2,45.045,-1.76,94.62333333,16.55555556,32.46666667,19.23,44.89166667,16,41.66333333,-0.3,764.5,88,3,62,-2.1,10.42299755,10.42299755,3.912023005
11055,3/28/16 11:30,0,21.7225,40.6725,20.73,42.23333333,22.445,38.245,21.03333333,39.36,19.89,46.56,11.7,43.84,21.23,36.76,23,42.36333333,20.39,43.7,9.45,740.3,82.5,9.5,51.5,6.45,7.140446594,7.140446594,5.010635294
10282,3/23/16 2:40,0,22.2,38.7,19.32333333,42.23,22.35666667,38,20.85666667,36.96666667,20.39,42.9,5.1925,67.45,19.96333333,37.26,22.79,43.43,19.79,41.09,5.2,755.8333333,95,2,55.33333333,4.4,36.87094385,36.87094385,3.688879454
756,1/16/16 23:00,20,22.85666667,38.79,21.85666667,37.79,21.6,41.8725,21.63333333,40.53,18.7,52.06666667,1.2,96.43333333,19.85666667,38.15666667,21.5,43.09666667,17.7,40.46333333,1,764.5,93,3,29,0,21.74503111,21.74503111,4.248495242
19527,5/26/16 7:30,0,23.6,42.09,22.395,43.3,25,39.45,23.39,40.2,21.29,50.6,11.5,51.9,23.2,39.2,23.7,43.9,22.1,44.2,9,757.075,99.75,1,8.75,8.975,15.33301454,15.33301454,4.49980967
11890,4/3/16 6:40,0,20.79,43.29,18.89,46.4,21.6,39.93333333,19.6,42.79,19.2,46.59,10.86,64.56666667,19.89,38.79,21.2,44.4,19.39,42.79,11.96666667,751.7666667,91.33333333,3.666666667,21.33333333,10.6,26.98678285,26.98678285,4.094344562
18704,5/20/16 14:20,0,23.06666667,47.06,22.71285714,45.66571429,24.5,41.79,23.79,44.79,21.89,49.09,17.76333333,29,22.79,42.62142857,22.7,48.9,22.53333333,45,15.93333333,758.3666667,86,4.333333333,40,13.6,16.19008768,16.19008768,4.094344562
10824,3/26/16 21:00,0,22.66666667,43.29,21.16666667,44.8,23.06666667,39.29,20.55,43.1,20.92666667,53.76666667,12.53333333,36.15666667,20.79,37.29,23.92666667,43.2,19.89,41.03,13.3,748.9,65,8,40,6.9,46.41698424,46.41698424,4.787491743
12164,4/5/16 4:20,0,22.2,43.79,19.63333333,47.43333333,24.7,41,21.29,42.7,20.89,57.83333333,9.6,53.56,21.79,41.93333333,23.76,48.2,20.815,46.3175,10.36666667,748.8666667,83.33333333,1.666666667,40,7.566666667,24.33464531,24.33464531,3.912023005
537,1/15/16 10:30,20,20.89,38.06666667,20.2,37.63333333,20.32333333,39.36333333,20.1,40.09,17.79,52.82666667,3.09,79.96333333,17.89,37.2,18.6,43.96666667,17.29,43.32666667,3.55,754,82,8.5,34.5,0.7,16.84391544,16.84391544,4.094344562
8904,3/13/16 13:00,0,20.85666667,35.7,20.63333333,33.93333333,20.2,36.2,21.1,34.2,17.96333333,46.52666667,7.623333333,33.36,21.46333333,28.73,23.56666667,34.65666667,19.2,38.76,7.9,769.3,63,6,26,1.2,20.3608586,20.3608586,4.094344562
16702,5/6/16 16:40,0,24.79,35.12666667,25.1,31.66333333,24.2,36.16333333,23.96333333,35.2,20.53333333,44.7,24.456,1,24,32.39857143,23.7,37.53,21.5,38.79,22.66666667,752.7666667,36.66666667,5,40,7.2,9.931714076,9.931714076,4.248495242
6144,2/23/16 9:00,0,20.6,43.32,18.79,44.53,21.39,42,20.1,41.33333333,18.79,51.09,4.433333333,87.83333333,19.1,40.6,20.82333333,46.59666667,18.6,45.42142857,4.2,755,96,2,63,3.6,47.74539036,47.74539036,3.912023005
646,1/16/16 4:40,0,21.79,39.9,20.89,39.53,20.5,41.7,19.7,43.09,19.2,51.2,-0.5,94.86666667,18.7,41.79,19.89,49,17.89,47.29,0.6,762.5,96.33333333,2.666666667,21,0.066666667,1.537828555,1.537828555,3.688879454
14406,4/20/16 18:00,0,22.7,29.66,22,27.19666667,22.55,35.245,22.65555556,30.36666667,20.46333333,35.43,15.8,1,22.7,26.89285714,22.1,32.65666667,20.2,34.29,15.5,765.1,32,6,40,-1.3,40.07084515,40.07084515,5.940171253
2186,1/26/16 21:20,10,20,54.8,19.2,50.26,20.29,44.99,18.5,46.03,17.5,53.46611111,9.39,93.02333333,17.5,42.65722222,18,48.95,17.1,47.5,9.366666667,759.9,86,8.333333333,24.66666667,7.066666667,24.81750734,24.81750734,4.094344562
18835,5/21/16 12:10,0,23.36357143,51.16928571,25.1,44.11904762,26.00071429,44.67142857,23.83823529,46.76470588,22.57647059,50.91970588,23.29411765,1,23.2255102,43.69678571,23.32857143,50.41428571,23.01428571,46.99142857,19.43333333,755.6166667,64.83333333,7,40,12.58333333,44.59320396,44.59320396,5.521460918
19238,5/24/16 7:20,20,24,43.76,21.6,46.82666667,25.2,40.79666667,23.39,42.045,23.14285714,50.32142857,11.22666667,27.55666667,23.2,37.79,24.29,46.5,23,46.65666667,10.16666667,759.6,82,4,40,7.2,4.630306293,4.630306293,4.382026635
12037,4/4/16 7:10,10,21.6,44.9925,19.7,47.19333333,22.89,41.5,20.96333333,43.5,19.79,49.7,11.16,55.19333333,20.89,39.29,23.29,50.5,20.53333333,48.06,11,748.3,88,2.166666667,40,9.016666667,8.661999204,8.661999204,4.094344562
12495,4/7/16 11:30,0,21.39,40.93333333,22,39.12666667,22.29,38.4,21.39,38.9,20.39,58.06666667,12.36714286,13.96714286,21,34.9,21.2,38.59,20.85666667,40.46333333,8.6,752.8,71,7,40,3.5,6.931148726,6.931148726,4.094344562
9426,3/17/16 4:00,0,21.2,36.29,17.76,39.93333333,22.29,36.2,20.39,32.9,18.5,44.9,0.733333333,49.63,19.79,27.79,22.39,40.79,19.6,39.2,0.6,766,83,3,64,-2,42.02588195,42.02588195,3.912023005
1884,1/24/16 19:00,10,21.7,43.2,20.89,42.66333333,20.79,44.79,17.5,46.59,19.12777778,49.015,7.9,99.9,16,44.5,19.28,50.57,15.8,48.7,7.9,767.5,96,3,63,7.3,40.34372421,40.34372421,3.688879454
14315,4/20/16 2:50,0,21.32333333,38.23,18.5,41.2,22.42666667,37.73,21.5,35.4,20.06666667,48.86333333,3.163333333,45.03,20.46857143,31.46857143,21.89,43.29,20,40.66333333,4.266666667,767.3333333,87.16666667,3.166666667,40,2.25,26.02722088,26.02722088,3.401197382
13282,4/12/16 22:40,10,22.7,42.06,20.7,43.12666667,25.6,40.59,22.89,38.59,21.2,57.7,7.5,39.92333333,21.7,34.26,23.6,44.196,20.96333333,39.53,9.033333333,751.5333333,80.66666667,2.333333333,40,5.9,49.06068894,49.06068894,4.094344562
11550,3/31/16 22:00,0,22.79,38.96666667,20.73,41,21.96333333,38.5,20.6,40.66333333,19.89,48.46666667,6.045,67.64,20.2,34,24.6,41.83,20,40.145,6.1,755.5,86,4,40,3.9,46.51962566,46.51962566,3.912023005
3030,2/1/16 18:00,20,24,48.99666667,23.2,44.195,25.16666667,45.36333333,19.73,48.79,21.63722222,49.39833333,11.6,76.23,18.89,44.575,20.245,51.73,17.79,49.4,11.4,760,78,9,40,7.7,20.35132154,20.35132154,4.787491743
2102,1/26/16 7:20,0,20.2,44.26,19.39,44.09,20.46333333,44.26,19.16666667,46.03,17.6,52.80222222,8.6,99.9,17.6,42.51,18.29,49.09,17.1,49.5,8.666666667,763.3333333,94,3,62.66666667,7.766666667,29.41982901,29.41982901,3.688879454
12387,4/6/16 17:30,0,21.79,42.32666667,20.32333333,43.32666667,22.79,38.9,21.39,41.36,20.56666667,45.86333333,11.06666667,35.69666667,20.9725,35.82125,23.54,42.9,20.73,39.9,10.6,751.25,81,8,40,7.5,23.4131944,23.4131944,4.49980967
7145,3/1/16 7:50,10,20.1,35.56,17.7,37.36333333,20.7,35.86333333,20,34.06,18.1,41.46333333,-0.366666667,79.13333333,19.2,28.32333333,20.96333333,39.22333333,18.2,38.66333333,-0.35,761.1666667,97.16666667,2.833333333,32.5,-0.733333333,41.10715416,41.10715416,4.094344562
3891,2/7/16 17:30,10,21.2,43.16333333,20.7,41.26,21.5,43.5,18.89,41.43333333,18.95111111,53.91666667,8.323333333,58.45666667,19.39,34.9,22.35666667,45.65722222,19.2,43.43,7.9,747.15,66,8,40,1.9,22.91679746,22.91679746,5.521460918
16762,5/7/16 2:40,0,24,37.9,22,39.06,24.39,37.66333333,23.7,36.7,21.16666667,49,11.16,21.525,22.89,34.29,23.89,43.96333333,21.79,43.2,14.66666667,752.4333333,53.33333333,2.666666667,40,5.233333333,13.88635229,13.88635229,4.094344562
1995,1/25/16 13:30,0,20.29,43.59,19.5,43.09,20.2,44.29,18.2,45,18.2,47.9,11.36,81.36666667,17.90833333,40.745,19.33611111,46.64777778,16.89,49,12.35,762.6,58,5.5,40,4.2,38.75141175,38.75141175,3.912023005
18516,5/19/16 7:00,0,23,40.79,20.7,43.79,24.2,38.43333333,22.79,39.82666667,21.1,49.59,8.263333333,52.56,23.1,39.616,23.5,40.62142857,22.40571429,43.13714286,7.9,750.6,95,1,22,7.1,25.42218822,25.42218822,3.912023005
5292,2/17/16 11:00,0,19.7,34.73,18.63333333,35.15666667,20,36.2,19.5,33.29,18.1,45.5,-0.633333333,84.62333333,18.35666667,27.2,20.2,35.32666667,17.7,35.79,0.9,761.4,76,1,21,-2.9,43.48501569,43.48501569,4.49980967
8051,3/7/16 14:50,0,21.2,39.9,19.79,38.06,22.82333333,38.36,18.29,35.09,17.39,48.9,6.063333333,75.59,18.26,30.6,19.82333333,37.09,17.7,37.03,5.216666667,749.1833333,75.16666667,3.166666667,40,1.133333333,32.34490403,32.34490403,4.248495242
14900,4/24/16 4:20,0,21.7,35.29,18.29,39.16333333,23.29,35.16333333,21.66,32.46,20.7,47.5,1.933333333,49.53,21.6,33.09,23.29,41.4,20.5,39.33333333,2.066666667,758.4333333,92,1.666666667,40,0.866666667,25.679694,25.679694,4.094344562
4925,2/14/16 21:50,10,21,40.86333333,19.29,41.79,20.32333333,42,19.29,39.79666667,19.92722222,90.68388889,2.933333333,85.36666667,19.68888889,36.00555556,22.39,41.265,17.5,37.66333333,2.2,745.1666667,90.33333333,4.333333333,21.33333333,0.7,26.98800919,26.98800919,4.86753445
11415,3/30/16 23:30,0,22.5,39.09,20.13333333,41.36333333,22.5,38.29,21.16666667,40.2,20.13333333,49.32666667,6.8,56.46666667,20.63333333,34.12666667,23.82333333,43.83333333,20.2,39.82666667,6.65,754.3,93,2,33.5,5.55,47.40527916,47.40527916,4.094344562
19469,5/25/16 21:50,0,24.27792208,38.25597403,23.37798701,36.5961039,24.87948052,37.19025974,24.06792208,38.46753247,21.36532468,50.40980519,17.41800866,13.55974026,23.34311688,36.03636364,24.34025974,41.37285714,22.1,39.32147186,13.43333333,756.55,73.16666667,1.166666667,37.66666667,8.733333333,29.11230988,29.11230988,3.688879454
9876,3/20/16 7:00,0,20.79,36.23,18.1,39.59,22.1,36.66333333,20.06666667,34.56,18.39,44.86333333,5.3,44.82666667,19.2,30.5,21.79,41.06,19.5,40.23,4.8,761.8,79,2,64,1.5,16.46826925,16.46826925,3.401197382
2978,2/1/16 9:20,10,21.1,47.56,20.35666667,46.96333333,21.39,46.4,19.82333333,48.32666667,19.20555556,58.57388889,11.03333333,87.46,19,48.655,20.39,53.13,17.76,52.12666667,11.03333333,759.8,79.66666667,8.666666667,22.33333333,7.6,33.67052153,33.67052153,3.912023005
3573,2/5/16 12:30,0,21.5,45.93333333,21.16666667,44.73,21.715,44.59,19.89,47.845,18.6,58.15722222,10.89,97.92666667,18.41444444,44.42222222,20.2,50.79,18.56666667,49.09,9.8,763,91,5,34.5,8.4,7.321413513,7.321413513,4.248495242
17249,5/10/16 11:50,0,24.79,47.9,24.53333333,46.86333333,26.56,42.09,25.2,45.5,23.79,50.56,20.56333333,32.09333333,24.39,45.09,25,49,24,47.80571429,17.1,751,84.66666667,4.833333333,38,14.43333333,32.31216223,32.31216223,3.912023005
14095,4/18/16 14:10,0,21.79,35.59,22.6,32.2,22.5,35.43333333,22.64,33.48,20.13333333,40.46666667,14.36,1,20.7,27.79,21.6,34.82666667,20.7,35.93333333,11.1,762.1166667,53.83333333,4,40,1.95,23.45483975,23.45483975,4.094344562
17318,5/10/16 23:20,0,24.89,47.7,23.39,48.5,26.5,43.59,25.1,45.56428571,24.2,60.02666667,14.69,54.56,24.6,42.94,26.39,54.5,24,47.156,15.06666667,749.3,88,2.333333333,40,13.06666667,20.60733077,20.60733077,4.094344562
1115,1/19/16 10:50,0,18.6,40.5,17.29,40.9,19.06666667,39.86333333,18,38.09,16.7,56.775,-4.837222222,85.58444444,17.30666667,33.59,18.74,42.28,16.53333333,38.59,-2.616666667,757.3833333,82.66666667,1,63.66666667,-5.25,25.37467444,25.37467444,3.688879454
10001,3/21/16 3:50,0,21.63333333,37.32666667,18.6,41.23,22.1,36.9,19.7,36.7,19.39,45.7,4.06,67.06333333,19.29,32.29,22.89,44.66333333,19.6,40.59,4.75,761.1,95.16666667,1,48.66666667,4.066666667,33.83062009,33.83062009,4.248495242
3466,2/4/16 18:40,10,22.79,43.9,22.39,42.4,22.39611111,43.34944444,20.5,46.26666667,18.7,54.27,9.89,89.19,18.39,41.90555556,21.445,50.04777778,18.29,47.5,8.9,763.4666667,88,4.333333333,40,7,41.61465805,41.61465805,6.272877007
5145,2/16/16 10:30,0,19.79,39.12666667,18.35666667,39.12666667,21.63333333,38.46333333,19.29,35.79,18.2,42.29,-0.233333333,86.36666667,18.29,29.89,20.13333333,37.9,17.79,37.36333333,0.8,772.25,93.5,1.5,62.5,-0.2,31.95236732,31.95236732,5.634789603
14264,4/19/16 18:20,0,22.35666667,43.4,21.5,39.495,22.39,36.79,22.1,36.73857143,21.32666667,80.96666667,13.16,1,21.39,29.478,21.745,39.345,20.2,35.93333333,12.63333333,765.6333333,51.33333333,4,40,2.766666667,15.58496384,15.58496384,4.700480366
13538,4/14/16 17:20,0,22.79,40.26333333,22.5,37.66333333,23.2,38.2,23.32333333,38.09,20.7,44,17.7,4.938,21.7,33.45714286,23.7,40.76,20.7,40.5,16.23333333,752.8666667,49.33333333,4.666666667,40,5.433333333,25.28183431,25.28183431,5.768320996
18100,5/16/16 9:40,10,22.89,40.59,20.67142857,42.94285714,24.56,37.2,22.89,37.79,22.7,42.82666667,10.93333333,47.59,23.1,33.56,24.39,41.496,22.89,43.09571429,8.366666667,761.3,81.33333333,2,36.33333333,5.333333333,16.97905378,16.97905378,4.382026635
7388,3/3/16 0:20,0,21.53333333,37.56,19.89,36.93333333,20.73,38.5,20.16666667,36.09,18.46333333,49.86333333,0.733333333,81.5,18.53333333,32,21.29,42.6,18.2,39.06666667,1.766666667,744.5666667,92.33333333,4.333333333,40,0.633333333,8.503301418,8.503301418,3.912023005
19403,5/25/16 10:50,0,23.39,38.8,24.2,34.84,25,38.2,23.6,37.26666667,19.39,40.356,16,1,22.5,34.46666667,23.5,39.7,21.89,36.33333333,12.21666667,757.0333333,63.5,1,28.83333333,5.45,10.01530614,10.01530614,3.912023005
15868,4/30/16 21:40,0,21.5,38.4,19.1,40.5,23.2225,35.95,19.89,38.4,19.63333333,49.03,5.8,26.89333333,19.6,31.35666667,22.5,36.9,19.2,37.09,7,762.4333333,73,4.333333333,40,2.466666667,24.99003457,24.99003457,4.248495242
5383,2/18/16 2:10,0,20.53333333,35.56,18.5,37.29,20,37.312,18.29,35.5,18.6,40.97142857,-1.426666667,84.02333333,18.6,29.85666667,21.32333333,42.4,17.89,39.06,-0.216666667,755.0833333,86.83333333,4.833333333,63,-2.133333333,29.13796912,29.13796912,3.912023005
9027,3/14/16 9:30,0,20,34.29,18.19333333,36.72666667,20.2,35.76,19.63333333,33,18.2,46.86333333,1.323333333,62.92666667,20.5,29.2,21.89,37.03,19.5,37.46666667,1.7,768.9,83,6.5,64,-0.9,21.9600258,21.9600258,4.605170186
10072,3/21/16 15:40,0,21.2,35.5,19.7,36.66333333,21.7,35.29,20,35.2,19.2,41.23,12.22666667,18.35666667,19.29,30.39,21.5,36.96666667,19.42666667,36.32666667,9.533333333,760.5,62,1.666666667,32,2.566666667,40.58141859,40.58141859,3.912023005
799,1/17/16 6:10,0,21,40.36333333,20.2,39.26,21.2,42.62666667,19.79,41.96666667,18.2,53.73,0.75,96.0225,19.39,41.2,20.6,49.76,17.82333333,45.82666667,0.416666667,764.1333333,96.83333333,3,28,-0.016666667,17.41323672,17.41323672,3.912023005
13626,4/15/16 8:00,0,22,44.62666667,19.7,48.66333333,25.03333333,40.53,22.1,42.16333333,20.42666667,51.32666667,10.16,60.12666667,21,37.5,22.79,45.572,20.79,46.36333333,9.8,748.1,90,6,29,8.3,20.503184,20.503184,4.49980967
427,1/14/16 16:10,0,21.5,39.79,21,38.76,21.23,41.32666667,18.7,42.26,17.1,53.4,5.263333333,80.79666667,17.39,37.7,17.89,44.46333333,17.1,44.56,5.266666667,747.65,78.5,6.166666667,40,1.783333333,46.62859641,46.62859641,3.401197382
10146,3/22/16 4:00,0,21.6,37.4,18.89,40.2,22.2,37.32666667,21,36.5,19.2,47.59,3.46,53.5,19.79,37.09,22,44.4,19.29,40.56,3.7,758.5,93,1,62,2.7,45.44318485,45.44318485,3.912023005
9891,3/20/16 9:30,0,20.79,36.79,18,39.86333333,21.63333333,35.36,19.85666667,34.26,19,73.66333333,5.933333333,47.59,19,30.2,21.79,37.645,19.39,38.7,5.35,761.95,79.5,3.5,24.5,2.1,10.04472346,10.04472346,4.941642423
10352,3/23/16 14:20,0,21.7,38.73,19.6,40.93333333,22,38.29,20.9725,37.7,19.6,45,9.86,44.66666667,19.79,34.66333333,21.82333333,39.96333333,19.66666667,38.26,8.733333333,756.0666667,79,4.333333333,40,5.3,14.52347081,14.52347081,4.605170186
11946,4/3/16 16:00,0,22.7,42.4,23,39.56,22.7,40.82666667,21.6,42,19.6,48.4,19.895,12.145,22.16666667,37.79,23.82333333,46.62666667,20.2,43.5,18.6,750.7,59,3,40,10.4,47.74339702,47.74339702,4.49980967
3131,2/2/16 10:50,30,21.73,47.76,21.16666667,45.7,22.39,45.09,21.06666667,48.26,19.52777778,56.29,9.13,99.9,18.705,45.22,20.29,52.15722222,18.2,50.76,8.95,757.2166667,97,6,59.5,8.45,47.38422753,47.38422753,4.382026635
232,1/13/16 7:40,0,18.79,44.53,18.1,43.8175,19.5,44,18.32333333,43.9,18.615,59.86333333,5.59,79.89666667,17.89,43.15833333,18.5,51.4975,17.2,49.19333333,5.033333333,754.1666667,89.66666667,5.333333333,26.66666667,3.4,18.72434323,18.72434323,3.912023005
3037,2/1/16 19:10,20,24,47.42666667,23.1,42.96666667,24.36,44.62666667,19.7,48.2,20.87888889,50.09055556,11.3,78.86,18.82333333,44.42722222,20.98166667,51.27111111,17.79,49.12666667,10.76666667,759.9666667,84.33333333,9,40,8.233333333,0.362985756,0.362985756,5.857933154
14174,4/19/16 3:20,0,21.1,37.59,18.5,40.09,22.5,36.73,21.79,34.79,20,48.4,4.333333333,35.13333333,20.29,30.79,22.2,42.79,20.29,39.7,5.766666667,764.0333333,85,2.666666667,36,3.433333333,17.6375958,17.6375958,3.912023005
11625,4/1/16 10:30,0,21.39,39.4,22.36,38.22333333,22,37.59,20.66666667,39.16333333,19.79,44.69333333,8.733333333,64.56666667,20.2,33.7,23.39,41.62666667,20.39,39.46666667,5.9,761,89.5,1.5,62.5,4.25,43.29514148,43.29514148,4.700480366
12645,4/8/16 12:30,0,21.35666667,43.53,21.2,41.93333333,22.06666667,39.23,20.89,38.76,20.1,59.058,13.495,16.14,21.2,36.5,22.25142857,40.18428571,20.7,43.02666667,9.7,754.6,71,2,25.5,4.65,8.356539207,8.356539207,4.605170186
7423,3/3/16 6:10,0,20.39,37.7,18.6,38.7,21,38.93333333,19.29,36.9,18,48.79,3.566666667,81.86666667,18.39,33,20.7,46.29,18.29,42.09,4.25,742.7666667,84,5.833333333,38.16666667,1.8,17.87584,17.87584,2.995732274
17622,5/13/16 2:00,0,25.1,48.32666667,23.29,49.79,26.6,44.43333333,25.12857143,45.62142857,24.1,50.79,14,53.59333333,24.89,42.9,26.39,51.09,24.254,48.09,15.5,746,89,3,20,13.6,43.58866711,43.58866711,4.094344562
10663,3/25/16 18:10,20,22.89,40.62666667,20.5,41.56333333,25,37.7,20.16666667,37.92333333,19.6,47.65666667,9.89,42.66,21.29,34.52666667,23.29,39.62666667,19.79,41.06666667,9.6,757.7666667,64,2.833333333,40,3.1,29.74208754,29.74208754,5.940171253
13471,4/14/16 6:10,0,21.245,42.09,18.1,47.2,23.1,38.46666667,21.23,38.03,20.39,46.42982143,3.06125,56.7725,20.7,34.7,22.5,43.9,20.39,45.12666667,1.883333333,753.7333333,99.16666667,1,55.16666667,1.8,12.6055179,12.6055179,4.094344562
15671,4/29/16 12:50,0,20.6,38.63,18.96333333,39.4,23.55,36.595,19.5,36.19333333,18.7,40.8975,9.525,44.5425,19,32.59,20.42666667,38.23,18.6,36.7,8.35,755.1333333,87,4,38.16666667,6.233333333,34.22197747,34.22197747,4.382026635
5369,2/17/16 23:50,0,21.03333333,35.59,19.23,36.73,19.89,36.80571429,18.7,36,18.89,42.994,-1.79,80.16333333,18.7,29.23,21.6,39.79,17.96333333,38,-0.35,755.3166667,90.33333333,2.833333333,62,-1.7,20.3761626,20.3761626,4.094344562
15852,4/30/16 19:00,0,21.89,39.82666667,20.32333333,40.29,24,36.73,20.13333333,37.43333333,19.79,50.46666667,10.6,5.46,19.7,31.03333333,22.7,37.29,19.39,37.66333333,9.6,761,67,6,40,3.7,23.73459155,23.73459155,4.248495242
17529,5/12/16 10:30,0,24.89,48,24.7,46.09,26,43.85285714,25.2,44.9,23.82333333,51.62666667,19.32333333,33.06333333,24.7,42.79,25.39,48.66333333,24,47.29,16.55,744.35,75,3,21,12.1,17.10123178,17.10123178,3.912023005
14576,4/21/16 22:20,0,22.85666667,36.96666667,21.55,36.745,23.1,36.7,22.89,34.55142857,20.6,42.59,14.3925,4.8225,22.1,34.76428571,22.89,41.86,20.1,37.66333333,14.26666667,759.9333333,57,3,40,5.733333333,19.2950001,19.2950001,4.248495242
16136,5/2/16 18:20,0,23.2,38.42333333,22.96333333,35.5,23.06666667,36.16333333,22.5,36.79,20.2,52.93333333,16.53333333,6.933333333,20.71285714,34.75142857,23.63333333,40.65666667,19.79,38.02571429,15.6,760.8,59,4,40,7.433333333,13.88039744,13.88039744,4.605170186
3157,2/2/16 15:10,10,21.79,47.6,21.2,46.03,22.29,46,20.6,47.26,19.56111111,54.25777778,7.833333333,99.03,18.7,43.59333333,19.97555556,50.235,18.5,51.4,7.5,756.2,90.66666667,6.166666667,25.83333333,6.05,2.726982732,2.726982732,3.912023005
6884,2/28/16 12:20,0,20.125,35.2675,19.56666667,34.46666667,20,35.53,19.79,34,17.39,46.77875,4.966666667,32.99333333,19.96714286,31.04285714,20.86,37.86333333,18.1,40,4.733333333,757.3,53.66666667,9,30.66666667,-3.933333333,40.56380276,40.56380276,3.912023005
7342,3/2/16 16:40,0,21,36.56,19.6,36.06666667,20.5,37.29,20.2,35.06,18.03333333,45,4.8,69.39666667,19.2,30.55,21.39,40.53,18.39,41.46666667,4.933333333,742.4333333,80.66666667,8.666666667,34.66666667,1.766666667,27.23544409,27.23544409,4.382026635
17234,5/10/16 9:20,0,24.7,47.4,23.39,48.16333333,26.5,41.9,25.1,45.79,23.7,52.93,17.7,55.49333333,24.2,44.35285714,25,48.59,23.89,47.79,16,750.9666667,90,4,27.33333333,14.3,37.01254945,37.01254945,4.094344562
9684,3/18/16 23:00,0,22.6,36.26,20.1,38.62666667,21.79,35.96666667,20.26,34.46666667,18.5,46.12666667,5.466666667,62.29,19.7,30.79,22.7,41.26,19.6,37.245,5,762.5,90,3,61,3.4,2.618314663,2.618314663,3.401197382
7902,3/6/16 14:00,0,19.85666667,38.82666667,18.76,39.12666667,19.89,37.7,19.89,36.2,17.5,47.5,3.7,75.15666667,17.79,32.29,21,41.1,17.79,38.12666667,5,746.9,90,6,40,3.4,32.27506393,32.27506393,4.382026635
6739,2/27/16 12:10,0,19.96333333,38.5,19.2,37.66333333,20.2,36.9,20.5,35.66333333,18,48.536,5.433333333,32.69666667,19.20857143,31.04285714,20.73,40.13333333,17.89,36.19333333,5.083333333,750.9666667,53.5,7.166666667,40,-3.75,14.54222325,14.54222325,4.605170186
11139,3/29/16 1:30,0,22.6,37.76,19.66666667,41.63333333,23.29,38.76,20.53333333,38.7,20.1,46.09,5.4,60.4,21.2,33.7,23.39,43.9,20.53333333,42.59,5.8,746.55,84.5,7,40,3.35,38.7232737,38.7232737,3.912023005
2314,1/27/16 18:40,0,19.5,46.29,18.66666667,46.2,19.79,45.2,18.32333333,47.59,17.48777778,54.41,10.16,95.36,17.7,44.9,17.7,50.82666667,17.1,48.79,10.06666667,754.9666667,90,9,49.66666667,8.4,22.36472785,22.36472785,3.688879454
2018,1/25/16 17:20,0,20.89,43.09,19.82333333,43.12666667,20.5,44.4,18.32333333,44.79,18.7,47.48888889,9.96,83.39666667,19.32888889,38.91666667,20.1,45.48888889,17.1,48.96666667,10.43333333,762.3,70.33333333,5.666666667,40,5.133333333,42.04488839,42.04488839,3.401197382
7412,3/3/16 4:20,0,20.7,37.5,18.79,38.2,21,38.9,19.5,36.56,18.1,49.32666667,2.966666667,81.59,18.39,32.7,20.82333333,45.69333333,18.29,41.5,3.1,742.6666667,94.66666667,5.666666667,30.66666667,2.3,48.82962108,48.82962108,3.912023005
9639,3/18/16 15:30,0,21.26,35.76,19.16666667,37.73,21.29,34.9,20.79,33.2,18.5,46.59,9.39,33.4,19.7,28.79,21.89,35,19.6,37.56,7.95,762.2,72.5,3.5,34.5,3.2,46.98910083,46.98910083,3.688879454
10960,3/27/16 19:40,0,22.6,37.12666667,20.56666667,39.15666667,22.79,37,20.79,39.2,20.2,46.09,8.463333333,46.89666667,21.5,32.79,24.2,38.63333333,20.29,39.2,9.333333333,750.0333333,71.66666667,6.666666667,40,4.433333333,28.60213243,28.60213243,4.382026635
10615,3/25/16 10:10,0,20.89,40.59,18.46333333,44.33333333,21.7,38.2,19.79,39.29,19.29,48.5,7.69,74.3,20.1,37.5,21.5,42.26,19.39,41.4,7.083333333,753.75,95.83333333,4.833333333,62.33333333,6.466666667,10.817442,10.817442,4.382026635
